trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
783,False,"{'a': 0.6, 'e': 0.20929720576531952}",30,18,13.220231373834125,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
784,False,"{'a': 0.6, 'e': 0.20887902966927693}",25,0,-19.491514170101716,"{0: 22, 1: 0, 2: 1, 3: 2, 4: 0}",0
785,False,"{'a': 0.6, 'e': 0.20846168908963153}",20,15,-3.323083609913577,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
786,False,"{'a': 0.6, 'e': 0.20804518235702046}",35,25,22.548975788688917,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
787,False,"{'a': 0.6, 'e': 0.2076295078054162}",20,10,8.98416962436092,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
788,False,"{'a': 0.6, 'e': 0.20721466377212}",25,15,17.255421492213987,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
789,False,"{'a': 0.6, 'e': 0.20680064859775515}",25,16,-7.265831420855463,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
790,False,"{'a': 0.6, 'e': 0.20638746062626045}",25,10,4.439134922509575,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
791,False,"{'a': 0.6, 'e': 0.20597509820488344}",30,14,-28.626345183377325,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 1}",1
792,False,"{'a': 0.6, 'e': 0.2055635596841739}",25,0,3.362441218680649,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
793,False,"{'a': 0.6, 'e': 0.20515284341797715}",20,0,-4.046987997128204,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
794,False,"{'a': 0.6, 'e': 0.20474294776342764}",25,17,4.5332648118836465,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
795,False,"{'a': 0.6, 'e': 0.20433387108094214}",25,10,-20.41743607520087,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 0}",1
796,False,"{'a': 0.6, 'e': 0.20392561173421342}",25,13,-3.2416557683036844,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
797,False,"{'a': 0.6, 'e': 0.20351816809020354}",25,11,14.340099420354193,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
798,False,"{'a': 0.6, 'e': 0.20311153851913738}",20,5,6.931950554416408,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
799,False,"{'a': 0.6, 'e': 0.2027057213944961}",20,8,12.033147229213967,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
800,False,"{'a': 0.6, 'e': 0.2023007150930107}",20,11,6.697837162867335,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
801,False,"{'a': 0.6, 'e': 0.20189651799465538}",20,16,6.498385449266399,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
802,False,"{'a': 0.6, 'e': 0.20149312848264125}",35,9,-48.81823081446644,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 2}",1
803,False,"{'a': 0.6, 'e': 0.20109054494340972}",20,13,10.8431270308919,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
804,False,"{'a': 0.6, 'e': 0.20068876576662606}",30,17,20.348921214743655,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
805,False,"{'a': 0.6, 'e': 0.20028778934517305}",20,7,4.224466148306661,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
806,False,"{'a': 0.6, 'e': 0.1998876140751445}",20,2,20.880558188783603,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
807,False,"{'a': 0.6, 'e': 0.19948823835583873}",20,0,-40.074823038689445,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
808,False,"{'a': 0.6, 'e': 0.1990896605897524}",35,19,28.870722010459186,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
809,False,"{'a': 0.6, 'e': 0.19869187918257386}",25,12,-5.400857732767095,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
810,False,"{'a': 0.6, 'e': 0.19829489254317698}",20,3,13.815726678100878,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
811,False,"{'a': 0.6, 'e': 0.19789869908361465}",30,7,21.330544892047882,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
812,False,"{'a': 0.6, 'e': 0.19750329721911256}",25,16,4.275981367783123,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
813,False,"{'a': 0.6, 'e': 0.19710868536806264}",30,18,6.959951976767929,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
814,False,"{'a': 0.6, 'e': 0.19671486195201704}",25,12,2.7273840892654126,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
815,False,"{'a': 0.6, 'e': 0.1963218253956815}",20,5,14.225642119635719,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
816,False,"{'a': 0.6, 'e': 0.19592957412690934}",20,11,-6.527507268954441,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
817,False,"{'a': 0.6, 'e': 0.1955381065766949}",30,0,-17.84099867562603,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 1}",0
818,False,"{'a': 0.6, 'e': 0.1951474211791675}",25,14,20.05160159853918,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
819,False,"{'a': 0.6, 'e': 0.194757516371585}",20,7,19.144219279459087,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
820,False,"{'a': 0.6, 'e': 0.19436839059432767}",25,8,-22.213078924597816,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
821,False,"{'a': 0.6, 'e': 0.19398004229089189}",25,18,4.629371705299342,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
822,False,"{'a': 0.6, 'e': 0.1935924699078839}",20,0,20.990617596283673,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
823,False,"{'a': 0.6, 'e': 0.19320567189501364}",20,0,-16.558588531881274,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
824,False,"{'a': 0.6, 'e': 0.1928196467050886}",20,6,16.72216812099223,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
825,False,"{'a': 0.6, 'e': 0.19243439279400748}",20,5,24.70460232754616,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
826,False,"{'a': 0.6, 'e': 0.19204990862075408}",25,13,20.06635550001255,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
827,False,"{'a': 0.6, 'e': 0.19166619264739126}",25,17,16.607862227052784,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
828,False,"{'a': 0.6, 'e': 0.19128324333905458}",25,20,9.994244247616662,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
829,False,"{'a': 0.6, 'e': 0.19090105916394629}",25,16,13.599674752920402,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
830,False,"{'a': 0.6, 'e': 0.19051963859332918}",20,0,12.839395787047188,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
831,False,"{'a': 0.6, 'e': 0.1901389801015205}",25,16,17.29071168639675,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
832,False,"{'a': 0.6, 'e': 0.18975908216588572}",25,16,18.720734204591274,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
833,False,"{'a': 0.6, 'e': 0.18937994326683263}",20,0,13.453112945635644,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
834,False,"{'a': 0.6, 'e': 0.18900156188780515}",30,11,-70.82395180646218,"{0: 14, 1: 1, 2: 1, 3: 2, 4: 1}",1
835,False,"{'a': 0.6, 'e': 0.1886239365152772}",20,14,10.015556052559631,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
836,False,"{'a': 0.6, 'e': 0.1882470656387468}",30,13,-11.50406752195114,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
837,False,"{'a': 0.6, 'e': 0.18787094775072993}",20,0,36.67439310952798,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
838,False,"{'a': 0.6, 'e': 0.18749558134675456}",30,8,-49.81393907429666,"{0: 19, 1: 0, 2: 0, 3: 2, 4: 1}",1
839,False,"{'a': 0.6, 'e': 0.1871209649253546}",30,14,-50.61465066127217,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 1}",1
840,False,"{'a': 0.6, 'e': 0.1867470969880638}",30,21,15.004020424558231,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
841,False,"{'a': 0.6, 'e': 0.18637397603940997}",30,21,16.046527648980685,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
842,False,"{'a': 0.6, 'e': 0.1860016005869088}",20,7,22.446811912017683,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
843,False,"{'a': 0.6, 'e': 0.18562996914105798}",20,8,8.476474208497812,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
844,False,"{'a': 0.6, 'e': 0.18525908021533122}",20,9,-21.21132022235865,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
845,False,"{'a': 0.6, 'e': 0.18488893232617234}",20,3,13.407700023171834,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
846,False,"{'a': 0.6, 'e': 0.18451952399298926}",30,20,-12.986594285875462,"{0: 8, 1: 1, 2: 0, 3: 1, 4: 0}",1
847,False,"{'a': 0.6, 'e': 0.1841508537381482}",25,0,24.64628108465699,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
848,False,"{'a': 0.6, 'e': 0.18378292008696764}",25,19,9.235326358611474,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
849,False,"{'a': 0.6, 'e': 0.18341572156771246}",30,11,0.430485569876798,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 0}",1
850,False,"{'a': 0.6, 'e': 0.18304925671158812}",20,0,-39.861574729563884,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",1
851,False,"{'a': 0.6, 'e': 0.18268352405273466}",30,18,13.710531531225836,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
852,False,"{'a': 0.6, 'e': 0.182318522128221}",25,0,-38.716235162331685,"{0: 20, 1: 3, 2: 1, 3: 0, 4: 1}",0
853,False,"{'a': 0.6, 'e': 0.18195424947803895}",25,0,29.9992659571376,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
854,False,"{'a': 0.6, 'e': 0.1815907046450974}",25,10,26.480429523020824,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
855,False,"{'a': 0.6, 'e': 0.1812278861752166}",20,5,8.398588531495026,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
856,False,"{'a': 0.6, 'e': 0.1808657926171221}",30,0,-10.062513762957156,"{0: 27, 1: 0, 2: 1, 3: 2, 4: 0}",0
857,False,"{'a': 0.6, 'e': 0.18050442252243923}",25,17,-28.281567519497592,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
858,False,"{'a': 0.6, 'e': 0.1801437744456871}",25,17,5.6406213230743765,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
859,False,"{'a': 0.6, 'e': 0.17978384694427296}",25,18,1.6062444463858507,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
860,False,"{'a': 0.6, 'e': 0.17942463857848634}",25,15,1.7571640888388005,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
861,False,"{'a': 0.6, 'e': 0.17906614791149322}",25,1,18.768324723314123,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 0}",1
862,False,"{'a': 0.6, 'e': 0.17870837350933053}",20,8,20.90080266559843,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
863,False,"{'a': 0.6, 'e': 0.17835131394090015}",30,14,-16.505829909542864,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
864,False,"{'a': 0.6, 'e': 0.17799496777796334}",25,12,14.437644761938218,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
865,False,"{'a': 0.6, 'e': 0.17763933359513495}",25,9,25.695469648829356,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
866,False,"{'a': 0.6, 'e': 0.17728440996987782}",25,19,5.209026776963717,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
867,False,"{'a': 0.6, 'e': 0.17693019548249692}",20,8,17.28593552514698,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
868,False,"{'a': 0.6, 'e': 0.17657668871613388}",20,12,16.119334500279102,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
869,False,"{'a': 0.6, 'e': 0.1762238882567611}",20,0,22.66759794922942,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
870,False,"{'a': 0.6, 'e': 0.17587179269317638}",20,11,5.49249396459761,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
871,False,"{'a': 0.6, 'e': 0.17552040061699686}",25,8,12.221022339958001,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
872,False,"{'a': 0.6, 'e': 0.17516971062265388}",20,6,20.72690943785897,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
873,False,"{'a': 0.6, 'e': 0.17481972130738693}",25,17,8.311088556335307,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
874,False,"{'a': 0.6, 'e': 0.17447043127123832}",20,0,-49.67464491209238,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
875,False,"{'a': 0.6, 'e': 0.1741218391170474}",20,8,7.108626827806438,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
876,False,"{'a': 0.6, 'e': 0.17377394345044514}",20,12,14.5933210091233,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
877,False,"{'a': 0.6, 'e': 0.17342674287984836}",20,7,17.599996330349178,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
878,False,"{'a': 0.6, 'e': 0.17308023601645434}",20,14,10.134046835355724,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
879,False,"{'a': 0.6, 'e': 0.17273442147423515}",30,16,-22.371534653561152,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
880,False,"{'a': 0.6, 'e': 0.17238929786993218}",25,14,20.853696624378465,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
881,False,"{'a': 0.6, 'e': 0.17204486382305054}",25,8,11.289565665706649,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
882,False,"{'a': 0.6, 'e': 0.17170111795585358}",30,8,0.007376632544370487,"{0: 19, 1: 2, 2: 0, 3: 1, 4: 0}",1
883,False,"{'a': 0.6, 'e': 0.17135805889335737}",25,18,13.974498928585358,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
884,False,"{'a': 0.6, 'e': 0.17101568526332522}",20,2,-37.01655170652863,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
885,False,"{'a': 0.6, 'e': 0.17067399569626215}",20,10,0.4733067544982854,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
886,False,"{'a': 0.6, 'e': 0.17033298882540943}",20,12,-22.774618832541265,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
887,False,"{'a': 0.6, 'e': 0.16999266328673912}",30,18,19.804503436079887,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
888,False,"{'a': 0.6, 'e': 0.1696530177189486}",35,18,20.80374987458926,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
889,False,"{'a': 0.6, 'e': 0.16931405076345518}",30,4,40.87552633618681,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
890,False,"{'a': 0.6, 'e': 0.16897576106439058}",25,14,17.708290741401367,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
891,False,"{'a': 0.6, 'e': 0.1686381472685955}",20,6,16.089827373385752,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
892,False,"{'a': 0.6, 'e': 0.16830120802561438}",25,18,12.264449042627607,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
893,False,"{'a': 0.6, 'e': 0.16796494198768974}",20,12,12.353933072236726,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
894,False,"{'a': 0.6, 'e': 0.167629347809757}",25,12,15.19500494702123,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
895,False,"{'a': 0.6, 'e': 0.167294424149439}",20,12,14.000618798757728,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
896,False,"{'a': 0.6, 'e': 0.1669601696670407}",20,6,27.11151281620134,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
897,False,"{'a': 0.6, 'e': 0.16662658302554365}",20,9,8.174541208597109,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
898,False,"{'a': 0.6, 'e': 0.16629366289060088}",20,14,10.460389491364344,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
899,False,"{'a': 0.6, 'e': 0.16596140793053138}",25,3,2.881505740799124,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",1
900,False,"{'a': 0.6, 'e': 0.16562981681631492}",20,1,28.394451533232154,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
901,False,"{'a': 0.6, 'e': 0.16529888822158653}",20,15,8.374790591658138,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
902,False,"{'a': 0.6, 'e': 0.16496862082263145}",20,0,8.334081119795677,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
903,False,"{'a': 0.6, 'e': 0.1646390132983796}",20,15,-12.967107909982902,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
904,False,"{'a': 0.6, 'e': 0.16431006433040046}",20,3,25.367251845103233,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
905,False,"{'a': 0.6, 'e': 0.16398177260289773}",20,15,5.497043942654069,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
906,False,"{'a': 0.6, 'e': 0.16365413680270405}",30,13,16.691140239752368,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
907,False,"{'a': 0.6, 'e': 0.1633271556192758}",20,5,-19.633773466590707,"{0: 13, 1: 0, 2: 0, 3: 2, 4: 0}",1
908,False,"{'a': 0.6, 'e': 0.16300082774468777}",25,19,12.610124050500719,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
909,False,"{'a': 0.6, 'e': 0.16267515187362808}",20,2,2.1165384557127984,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
910,False,"{'a': 0.6, 'e': 0.16235012670339277}",25,20,9.843369572699329,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
911,False,"{'a': 0.6, 'e': 0.16202575093388075}",30,17,-43.98741238904236,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 1}",1
912,False,"{'a': 0.6, 'e': 0.1617020232675885}",30,8,15.665198432008916,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 0}",1
913,False,"{'a': 0.6, 'e': 0.16137894240960493}",30,17,25.17696835610402,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
914,False,"{'a': 0.6, 'e': 0.16105650706760616}",20,0,-42.453849344387365,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
915,False,"{'a': 0.6, 'e': 0.16073471595185038}",20,1,17.192366535907333,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
916,False,"{'a': 0.6, 'e': 0.16041356777517274}",20,14,13.953930321215449,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
917,False,"{'a': 0.6, 'e': 0.1600930612529801}",20,1,-21.992501075020378,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
918,False,"{'a': 0.6, 'e': 0.15977319510324592}",25,13,23.24634045055735,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
919,False,"{'a': 0.6, 'e': 0.15945396804650516}",25,7,15.034830677662248,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
920,False,"{'a': 0.6, 'e': 0.15913537880584921}",25,14,12.835527393718143,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
921,False,"{'a': 0.6, 'e': 0.15881742610692068}",30,14,24.114279599621245,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
922,False,"{'a': 0.6, 'e': 0.1585001086779083}",20,4,18.524224505519292,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
923,False,"{'a': 0.6, 'e': 0.15818342524954201}",20,4,16.244124753667343,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
924,False,"{'a': 0.6, 'e': 0.1578673745550876}",20,11,8.912302925667822,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
925,False,"{'a': 0.6, 'e': 0.15755195533034191}",25,18,10.631842406749627,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
926,False,"{'a': 0.6, 'e': 0.1572371663136276}",20,5,27.295456809222202,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
927,False,"{'a': 0.6, 'e': 0.1569230062457882}",20,14,9.932940365106182,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
928,False,"{'a': 0.6, 'e': 0.156609473870183}",20,10,16.30096786545082,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
929,False,"{'a': 0.6, 'e': 0.15629656793268212}",20,14,10.343923995539575,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
930,False,"{'a': 0.6, 'e': 0.15598428718166135}",25,20,9.196310891558653,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
931,False,"{'a': 0.6, 'e': 0.1556726303679973}",20,15,1.02538869532792,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
932,False,"{'a': 0.6, 'e': 0.15536159624506227}",25,6,28.16087170716567,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
933,False,"{'a': 0.6, 'e': 0.15505118356871936}",25,2,31.882413909183814,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
934,False,"{'a': 0.6, 'e': 0.1547413910973175}",25,3,-35.228254108760446,"{0: 19, 1: 1, 2: 0, 3: 1, 4: 1}",1
935,False,"{'a': 0.6, 'e': 0.15443221759168632}",20,5,27.199873304785577,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
936,False,"{'a': 0.6, 'e': 0.1541236618151314}",20,3,28.959807686154587,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
937,False,"{'a': 0.6, 'e': 0.15381572253342926}",20,11,-26.144927463695367,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
938,False,"{'a': 0.6, 'e': 0.15350839851482234}",20,14,9.473992418898272,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
939,False,"{'a': 0.6, 'e': 0.15320168853001417}",30,12,-16.87591198321397,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
940,False,"{'a': 0.6, 'e': 0.15289559135216438}",20,0,-20.227167898792537,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",0
941,False,"{'a': 0.6, 'e': 0.15259010575688386}",30,8,39.50125821161222,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
942,False,"{'a': 0.6, 'e': 0.1522852305222298}",20,3,2.237318211521432,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
943,False,"{'a': 0.6, 'e': 0.1519809644287009}",20,14,11.792073927413377,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
944,False,"{'a': 0.6, 'e': 0.15167730625923234}",20,12,15.942276375435364,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
945,False,"{'a': 0.6, 'e': 0.1513742547991911}",30,20,19.01818667126542,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
946,False,"{'a': 0.6, 'e': 0.15107180883637084}",30,3,34.30736882837674,"{0: 26, 1: 0, 2: 1, 3: 0, 4: 0}",1
947,False,"{'a': 0.6, 'e': 0.15076996716098734}",20,14,9.14131672921304,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
948,False,"{'a': 0.6, 'e': 0.15046872856567356}",30,16,-14.065969640530124,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
949,False,"{'a': 0.6, 'e': 0.15016809184547464}",30,16,10.969616320666606,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
950,False,"{'a': 0.6, 'e': 0.14986805579784332}",20,5,18.953070366614917,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
951,False,"{'a': 0.6, 'e': 0.14956861922263504}",20,13,-8.278355580409253,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
952,False,"{'a': 0.6, 'e': 0.14926978092210305}",30,14,-15.314519840388728,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
953,False,"{'a': 0.6, 'e': 0.1489715397008938}",20,11,7.65699824259683,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
954,False,"{'a': 0.6, 'e': 0.14867389436604195}",20,12,4.611061896742779,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
955,False,"{'a': 0.6, 'e': 0.14837684372696583}",25,0,40.92090116942524,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
956,False,"{'a': 0.6, 'e': 0.14808038659546244}",25,11,15.01024810529461,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
957,False,"{'a': 0.6, 'e': 0.14778452178570287}",20,13,13.03764950815409,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
958,False,"{'a': 0.6, 'e': 0.14748924811422748}",25,5,20.30971103426226,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
959,False,"{'a': 0.6, 'e': 0.14719456439994122}",20,3,29.199659044956878,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
960,False,"{'a': 0.6, 'e': 0.1469004694641088}",20,3,14.207014815666167,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
961,False,"{'a': 0.6, 'e': 0.14660696213035015}",20,10,5.787283864301785,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
962,False,"{'a': 0.6, 'e': 0.14631404122463545}",20,15,11.877493820941035,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
963,False,"{'a': 0.6, 'e': 0.14602170557528074}",30,23,7.170578039572577,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
964,False,"{'a': 0.6, 'e': 0.14572995401294303}",25,16,3.41741392086133,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
965,False,"{'a': 0.6, 'e': 0.1454387853706157}",20,9,-63.37922086079887,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 2}",1
966,False,"{'a': 0.6, 'e': 0.14514819848362373}",25,18,10.075180434687207,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
967,False,"{'a': 0.6, 'e': 0.14485819218961926}",30,12,21.70827297577979,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
