trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
415,False,"{'a': 0.6, 'e': 0.43692225757444114}",25,0,-80.99054079946742,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
416,False,"{'a': 0.6, 'e': 0.43604928632153556}",25,0,-59.41255587122131,"{0: 20, 1: 0, 2: 3, 3: 1, 4: 1}",0
417,False,"{'a': 0.6, 'e': 0.43517805926635666}",20,16,5.310730919777452,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.6, 'e': 0.4343085729239951}",25,5,-88.70534728822444,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",1
419,False,"{'a': 0.6, 'e': 0.4334408238165043}",20,0,-18.617483530538234,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
420,False,"{'a': 0.6, 'e': 0.43257480847288665}",35,8,-11.201621521887153,"{0: 24, 1: 0, 2: 1, 3: 2, 4: 0}",1
421,False,"{'a': 0.6, 'e': 0.43171052342907973}",25,9,-18.47154178244315,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 0}",1
422,False,"{'a': 0.6, 'e': 0.43084796522794205}",20,0,-21.089013132586267,"{0: 17, 1: 0, 2: 1, 3: 2, 4: 0}",1
423,False,"{'a': 0.6, 'e': 0.4299871304192398}",20,2,-10.518515604744747,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 0}",1
424,False,"{'a': 0.6, 'e': 0.42912801555963254}",20,0,-58.58909828039734,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
425,False,"{'a': 0.6, 'e': 0.4282706172126597}",20,0,-19.41794598895545,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
426,False,"{'a': 0.6, 'e': 0.4274149319487267}",25,3,8.0319782824099,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
427,False,"{'a': 0.6, 'e': 0.4265609563450914}",25,13,-10.8894013727043,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
428,False,"{'a': 0.6, 'e': 0.4257086869858502}",30,19,5.580710283929539,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
429,False,"{'a': 0.6, 'e': 0.42485812046192456}",20,9,-10.921850312352813,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
430,False,"{'a': 0.6, 'e': 0.4240092533710473}",25,5,-3.6431342880864297,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",1
431,False,"{'a': 0.6, 'e': 0.4231620823177488}",20,8,-34.587214627150324,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 1}",1
432,False,"{'a': 0.6, 'e': 0.42231660391334386}",20,0,-35.846180464937085,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
433,False,"{'a': 0.6, 'e': 0.42147281477591764}",30,0,-136.55250152484206,"{0: 21, 1: 3, 2: 3, 3: 0, 4: 3}",0
434,False,"{'a': 0.6, 'e': 0.42063071153031245}",25,11,-15.579183524230785,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
435,False,"{'a': 0.6, 'e': 0.41979029080811425}",20,2,-66.9794915240726,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 1}",1
436,False,"{'a': 0.6, 'e': 0.418951549247639}",25,17,12.825938062291957,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.6, 'e': 0.41811448349391933}",25,19,9.968145460481434,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.6, 'e': 0.41727909019869114}",20,0,2.8597751884572244,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
439,False,"{'a': 0.6, 'e': 0.41644536602038007}",20,0,-12.253388984889684,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
440,False,"{'a': 0.6, 'e': 0.4156133076240884}",20,0,-71.73239364545732,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
441,False,"{'a': 0.6, 'e': 0.4147829116815814}",20,12,8.961633279744737,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.6, 'e': 0.4139541748712741}",20,0,-6.12574176249103,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
443,False,"{'a': 0.6, 'e': 0.4131270938782182}",25,0,-40.447383929644346,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",1
444,False,"{'a': 0.6, 'e': 0.41230166539408875}",20,3,-8.231546256816719,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
445,False,"{'a': 0.6, 'e': 0.41147788611717057}",20,6,7.1929777404951345,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
446,False,"{'a': 0.6, 'e': 0.4106557527523455}",30,12,-76.31360226765375,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 2}",1
447,False,"{'a': 0.6, 'e': 0.40983526201107895}",25,1,-90.20734296444128,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 1}",1
448,False,"{'a': 0.6, 'e': 0.4090164106114069}",25,0,-44.64272920812316,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
449,False,"{'a': 0.6, 'e': 0.4081991952779227}",25,14,-26.787766914394815,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
450,False,"{'a': 0.6, 'e': 0.4073836127417638}",30,15,5.401061527292678,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
451,False,"{'a': 0.6, 'e': 0.4065696597405991}",30,16,10.727657331589914,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
452,False,"{'a': 0.6, 'e': 0.40575733301861544}",25,17,8.82015412541323,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.6, 'e': 0.4049466293265049}",20,13,-0.993228917765469,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
454,False,"{'a': 0.6, 'e': 0.4041375454214515}",25,3,-71.7168647904334,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 2}",1
455,False,"{'a': 0.6, 'e': 0.40333007806711874}",30,10,17.582305542047816,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
456,False,"{'a': 0.6, 'e': 0.40252422403363597}",20,5,21.714933438965218,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.6, 'e': 0.401719980097586}",20,0,-71.99358695050032,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
458,False,"{'a': 0.6, 'e': 0.4009173430419921}",20,1,-33.55704725646871,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 0}",1
459,False,"{'a': 0.6, 'e': 0.40011630965630496}",20,12,-14.272356216673582,"{0: 5, 1: 2, 2: 1, 3: 0, 4: 0}",1
460,False,"{'a': 0.6, 'e': 0.3993168767363899}",30,13,-26.83106735776682,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
461,False,"{'a': 0.6, 'e': 0.39851904108451414}",25,0,-45.35136179629169,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
462,False,"{'a': 0.6, 'e': 0.39772279950933415}",25,11,-40.80671037653441,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
463,False,"{'a': 0.6, 'e': 0.39692814882588245}",30,23,13.45490438129336,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
464,False,"{'a': 0.6, 'e': 0.39613508585555535}",20,0,-86.68167896689825,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 2}",0
465,False,"{'a': 0.6, 'e': 0.3953436074260998}",20,3,3.668503112416478,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
466,False,"{'a': 0.6, 'e': 0.3945537103716011}",20,13,13.889655420392625,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.6, 'e': 0.39376539153247}",30,9,1.1349458038502678,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 0}",1
468,False,"{'a': 0.6, 'e': 0.39297864775542996}",25,6,-0.6431915126854684,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 0}",1
469,False,"{'a': 0.6, 'e': 0.39219347589350495}",25,0,19.15503403718858,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
470,False,"{'a': 0.6, 'e': 0.3914098728060065}",25,0,2.771125438840893,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
471,False,"{'a': 0.6, 'e': 0.3906278353585211}",30,0,-26.057673333849316,"{0: 25, 1: 0, 2: 4, 3: 1, 4: 0}",0
472,False,"{'a': 0.6, 'e': 0.38984736042289797}",20,8,-27.943769234493743,"{0: 8, 1: 0, 2: 4, 3: 0, 4: 0}",1
473,False,"{'a': 0.6, 'e': 0.3890684448772363}",35,12,-6.434575377963389,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
474,False,"{'a': 0.6, 'e': 0.38829108560587294}",20,3,26.665812600886564,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.6, 'e': 0.3875152794993697}",20,0,-50.34255408692908,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
476,False,"{'a': 0.6, 'e': 0.3867410234545012}",20,0,-8.254545417953238,"{0: 17, 1: 2, 2: 0, 3: 1, 4: 0}",0
477,False,"{'a': 0.6, 'e': 0.3859683143742421}",20,14,9.438295824769545,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.6, 'e': 0.38519714916775516}",35,9,-41.706599872887125,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 1}",1
479,False,"{'a': 0.6, 'e': 0.3844275247503785}",25,0,-5.225142187694369,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
480,False,"{'a': 0.6, 'e': 0.38365943804361335}",20,0,-82.27760408123153,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
481,False,"{'a': 0.6, 'e': 0.38289288597511206}",25,7,-10.560929764375706,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
482,False,"{'a': 0.6, 'e': 0.38212786547866506}",20,4,-19.431646273253364,"{0: 12, 1: 2, 2: 1, 3: 1, 4: 0}",1
483,False,"{'a': 0.6, 'e': 0.38136437349418956}",20,10,5.428422754881561,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
484,False,"{'a': 0.6, 'e': 0.38060240696771647}",30,16,-22.710711143837102,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
485,False,"{'a': 0.6, 'e': 0.3798419628513787}",30,21,15.26844649273401,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.6, 'e': 0.37908303810339883}",25,13,-54.86653003438392,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 1}",1
487,False,"{'a': 0.6, 'e': 0.3783256296880768}",30,13,16.888447453167085,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
488,False,"{'a': 0.6, 'e': 0.37756973457577797}",20,5,13.370867513933302,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
489,False,"{'a': 0.6, 'e': 0.37681534974292086}",30,15,-4.31955231982582,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
490,False,"{'a': 0.6, 'e': 0.37606247217196515}",30,4,16.964361328269213,"{0: 23, 1: 2, 2: 1, 3: 0, 4: 0}",1
491,False,"{'a': 0.6, 'e': 0.37531109885139957}",30,0,1.6468823745428078,"{0: 26, 1: 2, 2: 2, 3: 0, 4: 0}",0
492,False,"{'a': 0.6, 'e': 0.3745612267757298}",20,15,4.101651638951658,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.6, 'e': 0.3738128529454665}",20,11,13.265256226623316,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.6, 'e': 0.3730659743671134}",20,0,-17.29913727353007,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
495,False,"{'a': 0.6, 'e': 0.3723205880531552}",20,5,14.62329303188542,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.6, 'e': 0.3715766910220457}",30,13,-32.75681113902938,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
497,False,"{'a': 0.6, 'e': 0.37083428029819565}",30,0,-4.422616702248424,"{0: 25, 1: 1, 2: 4, 3: 0, 4: 0}",0
498,False,"{'a': 0.6, 'e': 0.37009335291196127}",20,0,12.043651300468962,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
499,False,"{'a': 0.6, 'e': 0.369353905899632}",25,0,-24.164579783775732,"{0: 21, 1: 2, 2: 0, 3: 2, 4: 0}",0
500,False,"{'a': 0.6, 'e': 0.3686159363034188}",25,0,28.959665811759482,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
501,False,"{'a': 0.6, 'e': 0.36787944117144233}",20,16,7.506136257615487,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.6, 'e': 0.36714441755772104}",30,1,8.118379265400606,"{0: 26, 1: 1, 2: 2, 3: 0, 4: 0}",1
503,False,"{'a': 0.6, 'e': 0.3664108625221595}",20,13,2.9825338840031552,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
504,False,"{'a': 0.6, 'e': 0.36567877313053654}",30,17,-6.223246617994924,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
505,False,"{'a': 0.6, 'e': 0.36494814645449375}",20,2,-47.73665928798448,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 1}",1
506,False,"{'a': 0.6, 'e': 0.3642189795715233}",20,0,-21.12392278494636,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
507,False,"{'a': 0.6, 'e': 0.3634912695649568}",30,15,-13.18433827674609,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 0}",1
508,False,"{'a': 0.6, 'e': 0.36276501352395324}",30,6,-13.651803628785668,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 1}",1
509,False,"{'a': 0.6, 'e': 0.36204020854348745}",25,9,-48.423244744746114,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 1}",1
510,False,"{'a': 0.6, 'e': 0.36131685172433853}",20,0,-15.658474850053016,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
511,False,"{'a': 0.6, 'e': 0.3605949401730783}",20,0,-43.763473468622706,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
512,False,"{'a': 0.6, 'e': 0.35987447100205955}",20,0,-48.24579337303846,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
513,False,"{'a': 0.6, 'e': 0.3591554413294046}",20,6,14.162675519005324,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.6, 'e': 0.3584378482789939}",20,0,-77.54564720053985,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 2}",0
515,False,"{'a': 0.6, 'e': 0.3577216889804542}",30,16,20.66556819624467,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
516,False,"{'a': 0.6, 'e': 0.3570069605691474}",25,0,-28.750835351525083,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
517,False,"{'a': 0.6, 'e': 0.3562936601861588}",20,12,-10.878926726880268,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
518,False,"{'a': 0.6, 'e': 0.35558178497828613}",20,11,2.628344114393851,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.6, 'e': 0.3548713320980274}",30,19,-1.1073157336515895,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
520,False,"{'a': 0.6, 'e': 0.35416229870357024}",25,6,-32.91471267455829,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 0}",1
521,False,"{'a': 0.6, 'e': 0.35345468195878016}",20,9,-47.67307828735012,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
522,False,"{'a': 0.6, 'e': 0.3527484790331891}",25,8,-14.147733819529838,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
523,False,"{'a': 0.6, 'e': 0.3520436871019846}",20,4,-11.000711129530274,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
524,False,"{'a': 0.6, 'e': 0.3513403033459978}",20,8,9.972188118017714,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.6, 'e': 0.35063832495169295}",20,7,7.921078321661857,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
526,False,"{'a': 0.6, 'e': 0.3499377491111553}",20,7,7.467037252002478,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
527,False,"{'a': 0.6, 'e': 0.3492385730220808}",20,2,0.9113714535479556,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
528,False,"{'a': 0.6, 'e': 0.348540793887764}",20,0,-56.74120940998472,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
529,False,"{'a': 0.6, 'e': 0.3478444089170874}",30,0,-13.256925917538691,"{0: 24, 1: 2, 2: 4, 3: 0, 4: 0}",0
530,False,"{'a': 0.6, 'e': 0.3471494153245103}",35,15,-53.12117072337662,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 2}",1
531,False,"{'a': 0.6, 'e': 0.3464558103300574}",25,17,13.333114428844022,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.6, 'e': 0.34576359115930777}",20,0,-6.415733500548509,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
533,False,"{'a': 0.6, 'e': 0.34507275504338375}",20,0,8.887840145304898,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
534,False,"{'a': 0.6, 'e': 0.34438329921894}",25,0,-24.524251215562284,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 0}",0
535,False,"{'a': 0.6, 'e': 0.34369522092815236}",25,0,-3.108852492668154,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
536,False,"{'a': 0.6, 'e': 0.34300851741870664}",20,11,17.48904711343331,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.6, 'e': 0.34232318594378797}",20,7,-55.30772319052497,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 1}",1
538,False,"{'a': 0.6, 'e': 0.34163922376206945}",25,18,6.8471664811678545,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
539,False,"{'a': 0.6, 'e': 0.34095662813770156}",30,23,11.733478076441394,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
540,False,"{'a': 0.6, 'e': 0.3402753963403008}",20,11,3.5723493682614005,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
541,False,"{'a': 0.6, 'e': 0.3395955256449391}",25,18,-1.0886919111302205,"{0: 5, 1: 2, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.6, 'e': 0.3389170133321328}",20,2,-23.67880551075806,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
543,False,"{'a': 0.6, 'e': 0.3382398566878317}",20,16,4.006281715437318,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
544,False,"{'a': 0.6, 'e': 0.33756405300340836}",35,0,-64.55903860734121,"{0: 30, 1: 1, 2: 2, 3: 0, 4: 2}",0
545,False,"{'a': 0.6, 'e': 0.33688959957564707}",25,0,2.3141655237334544,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
546,False,"{'a': 0.6, 'e': 0.3362164937067333}",25,2,-1.9975855554837338,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 0}",1
547,False,"{'a': 0.6, 'e': 0.3355447327042427}",20,3,-13.627568407680569,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
548,False,"{'a': 0.6, 'e': 0.3348743138811302}",25,10,-33.424601939523875,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 1}",1
549,False,"{'a': 0.6, 'e': 0.33420523455571977}",25,5,-4.587751677615545,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",1
550,False,"{'a': 0.6, 'e': 0.3335374920516932}",30,18,4.1444558163771665,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
551,False,"{'a': 0.6, 'e': 0.33287108369807955}",30,16,-11.739984506633697,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 0}",1
552,False,"{'a': 0.6, 'e': 0.33220600682924445}",25,3,-2.094144282633229,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 0}",1
553,False,"{'a': 0.6, 'e': 0.3315422587848797}",25,7,-24.156305704834775,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 0}",1
554,False,"{'a': 0.6, 'e': 0.33087983690999206}",30,13,20.792195294264552,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
555,False,"{'a': 0.6, 'e': 0.3302187385548933}",30,13,-28.74723333029883,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
556,False,"{'a': 0.6, 'e': 0.32955896107518906}",30,18,9.496366638642572,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
557,False,"{'a': 0.6, 'e': 0.3289005018317685}",20,10,-0.01530634874949266,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
558,False,"{'a': 0.6, 'e': 0.32824335819079375}",30,20,19.268232412824208,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
559,False,"{'a': 0.6, 'e': 0.3275875275236895}",20,14,9.561460307379217,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
560,False,"{'a': 0.6, 'e': 0.3269330072071321}",30,4,-21.3345274304788,"{0: 20, 1: 1, 2: 5, 3: 0, 4: 0}",1
561,False,"{'a': 0.6, 'e': 0.32627979462303947}",25,19,11.272070714612877,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
562,False,"{'a': 0.6, 'e': 0.32562788715856034}",25,0,0.106687971455246,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
563,False,"{'a': 0.6, 'e': 0.324977282206064}",25,0,31.2306539935815,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",1
564,False,"{'a': 0.6, 'e': 0.3243279771631298}",20,13,5.604913342262848,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
565,False,"{'a': 0.6, 'e': 0.3236799694325367}",25,12,-31.381862450931564,"{0: 10, 1: 1, 2: 0, 3: 2, 4: 0}",1
566,False,"{'a': 0.6, 'e': 0.3230332564222529}",20,6,12.917550898049962,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
567,False,"{'a': 0.6, 'e': 0.3223878355454255}",30,16,-13.281027802246111,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
568,False,"{'a': 0.6, 'e': 0.32174370422037013}",30,5,-24.125381644069925,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",1
569,False,"{'a': 0.6, 'e': 0.32110085987056064}",30,19,-5.221194242076312,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 0}",1
570,False,"{'a': 0.6, 'e': 0.32045929992461875}",20,12,1.286489999102581,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
571,False,"{'a': 0.6, 'e': 0.31981902181630384}",30,10,16.80864869953801,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
572,False,"{'a': 0.6, 'e': 0.31918002298450265}",25,16,16.26262224568386,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
573,False,"{'a': 0.6, 'e': 0.31854230087321894}",25,0,-19.531929529676447,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 0}",0
574,False,"{'a': 0.6, 'e': 0.3179058529315635}",25,3,6.6519841479799915,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",1
575,False,"{'a': 0.6, 'e': 0.3172706766137436}",25,3,-71.30364473188715,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 2}",1
576,False,"{'a': 0.6, 'e': 0.31663676937905316}",20,12,-32.18642981858401,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 1}",1
577,False,"{'a': 0.6, 'e': 0.31600412869186245}",25,17,-10.025325374937115,"{0: 5, 1: 2, 2: 1, 3: 0, 4: 0}",1
578,False,"{'a': 0.6, 'e': 0.31537275202160797}",20,2,4.080158215173965,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 0}",1
579,False,"{'a': 0.6, 'e': 0.3147426368427819}",30,0,-35.94584109910423,"{0: 26, 1: 0, 2: 3, 3: 0, 4: 1}",0
580,False,"{'a': 0.6, 'e': 0.31411378063492296}",20,0,28.193980997077624,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
581,False,"{'a': 0.6, 'e': 0.3134861808826053}",20,16,7.969721993225937,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
582,False,"{'a': 0.6, 'e': 0.3128598350754292}",20,11,-9.70250416517148,"{0: 6, 1: 2, 2: 1, 3: 0, 4: 0}",1
583,False,"{'a': 0.6, 'e': 0.31223474070801055}",25,13,-0.6262241354338132,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
584,False,"{'a': 0.6, 'e': 0.31161089527997105}",20,10,-16.166758260424718,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
585,False,"{'a': 0.6, 'e': 0.3109882962959281}",25,0,7.904690512489949,"{0: 23, 1: 1, 2: 0, 3: 1, 4: 0}",0
586,False,"{'a': 0.6, 'e': 0.31036694126548503}",25,8,-35.179733076610376,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
587,False,"{'a': 0.6, 'e': 0.3097468277032208}",20,11,-33.12650247271396,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
588,False,"{'a': 0.6, 'e': 0.3091279531286804}",20,16,9.12566483681821,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
589,False,"{'a': 0.6, 'e': 0.3085103150663647}",30,13,-10.132630110858074,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
590,False,"{'a': 0.6, 'e': 0.3078939110457206}",20,8,-34.06662688447637,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
591,False,"{'a': 0.6, 'e': 0.30727873860113125}",20,11,4.6793711119746035,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
592,False,"{'a': 0.6, 'e': 0.306664795271906}",20,1,18.396608802862477,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 0}",1
593,False,"{'a': 0.6, 'e': 0.3060520786022707}",30,21,14.094072985510332,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
594,False,"{'a': 0.6, 'e': 0.3054405861413579}",20,3,-28.578345760834512,"{0: 12, 1: 0, 2: 5, 3: 0, 4: 0}",1
595,False,"{'a': 0.6, 'e': 0.30483031544319683}",25,5,-20.20555284454462,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",1
596,False,"{'a': 0.6, 'e': 0.3042212640667041}",20,0,-26.964423007441177,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
597,False,"{'a': 0.6, 'e': 0.30361342957567317}",25,3,-41.0555206838813,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 1}",1
598,False,"{'a': 0.6, 'e': 0.3030068095387654}",30,7,-49.22446713206545,"{0: 18, 1: 1, 2: 2, 3: 1, 4: 1}",1
